species_name,data_cleaning_issues,unique_occ_10,alpha_hull,SDM,AIC_issue,Range_unfilling,Realm_ok,CBI_ok,Final_species
Syringa_komarowii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syringa_oblata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syringa_pinetorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syringa_reticulata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syringa_tomentella,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syringa_villosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syringa_vulgaris,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Systellantha_brookeae,No,No,NA,NA,NA,NA,NA,NA,NA
Systemonodaphne_geminiflora,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_abbreviatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_abortivum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_acre,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_acuminatissimum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_acutangulum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_acutatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_adelphicum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_adenophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aegiceroides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aemulum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aeoranthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aggregatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_alatoramulum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_alatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_albiflorum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_alliiligneum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_alvarezii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_amicorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_amieuense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_amplum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_ampullarium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_anacardiifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aneityense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_angkae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_angophoroides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_angulare,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_angulatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_anisosepalum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_anomalum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_antisepticum,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_antonianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aoupinianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_apetiolatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_apiarii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_apodophyllum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_apodum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_apoense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aqueum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_araiocladum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_arboreum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_arcuatinervium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_arenitense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_argyrocalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_argyropedicum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_armstrongii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_aromaticum,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_assimile,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_astronioides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_attenuatum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_attopeuense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_aurantiacum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_auriculatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_australe,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_austrocaledonicum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_austrosinense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_avene,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_badium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_baeuerlenii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_baladense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_balansae,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_balsameum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_bamagense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_bankense,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_banksii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_baramense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_barnesii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_barringtonioides,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_bartonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_bataanense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_baudouinii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_beccarii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_beddomei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_benguellense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_benguetense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_benjaminum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_bernardoi,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_bernieri,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_bicolor,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_boerlagei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_boisianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_boonjee,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_borbonicum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_borneense,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_brachycalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brachyrachis,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brachythyrsum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brackenridgei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_branderhorstii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_brevicymum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brevifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brevioperculatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brevipes,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_brongniartii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_buettnerianum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_bullockii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_bungadinnia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_burepense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_burkillianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_busuense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_buxifolioideum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_buxifolium,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_calcadense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_calcicola,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_calleryanum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_callianthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_calophyllifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_calubcob,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_calyptrocalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_canicortex,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_capillaceum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_capitatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_capituliferum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_capoasense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_carolinense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_carrii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_caryophyllatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_caryophylliflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_caryophylloides,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_castaneum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_caudatilimbum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_caudatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_cauliflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_championii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_chloranthum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_chloroleucum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_christophersenii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_chunianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cinctum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cinnamomeum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cladopterum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_clavellatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_claviflorum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_clusiifolium,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_coalitum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_coccineum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_comorense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_conceptionis,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_concinnum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_condensatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_confertiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_confertum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_confusum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_congestum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_conglobatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_congolense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_conspersipunctatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_contractum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cordatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_cordemoyi,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cordifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cormiflorum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_cornifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_corticopapyraceum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_corticosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_corymbosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_corynanthum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_corynocarpum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_craibii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_creaghii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_crebrinerve,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_cumini,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_cuneiforme,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_curtiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_curtisii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_curvistylum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cylindricum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_cymosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_danguyanum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_dansiei,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_daphne,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_dasyphyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_davaoense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_dawsonianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_dealbatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_decipiens,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_delicatulum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_dempoense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_densiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_densinervium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_deplanchei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_diffusum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_diospyrifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_dispansum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_divaricatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_dolichophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_durifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_durum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_duthieanum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_dyerianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ecostulatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_effusum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_elliptifolium,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_elliptilimbum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_elopurae,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_emirnense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_endophloium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_erythranthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_erythrocalyx,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_erythrodoxum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_erythropetalum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_eucalyptoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_euonymifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_euphlebium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_evenulosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_everettii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_fastigiatum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_fergusonii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_fibrosum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_fijiense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_filiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_filiforme,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_finisterrae,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_flagrimonte,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_flavescens,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_flavidum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_floribundum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_flosculiferum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_fluvicola,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_formosanum,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_formosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_forrestii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_forte,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_foxworthianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_foxworthyi,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_francisii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Syzygium_fratris,No,Yes,Yes,Yes,No,Yes,Yes,NA,NA
Syzygium_frutescens,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_fullagarii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_furfuraceum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_fuscescens,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_fusticuliferum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gageanum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_ganophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_garciniifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gardneri,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_germainii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gerrardii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_gillespiei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gilletii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_giorgii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gitingense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gjellerupii,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_glabratum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_glanduligerum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_glaucum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_glenum,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_globiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_globosum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_glomeratum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_glomeruliferum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gonatanthum,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_goniocalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_goniopterum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_gracilipes,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_graeffei,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_grande,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_graveolens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_grevesianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_griffithii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_grijsii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_griseum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_guillauminii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_guineense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_gustavioides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_hainanense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_hancei,No,Yes,Yes,Yes,No,No,NA,NA,NA
Syzygium_handelii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_harmandii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_havilandii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_hedraiophyllum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_helferi,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_hemilamprum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_hemisphericum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_hemsleyanum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_heterobotrys,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_hirtum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_hodgkinsoniae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_homichlophilum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_hoseanum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_houttuynii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_howii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_humblotii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_hylochare,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_hylophilum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_imitans,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_incarnatum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_incrassatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ingens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_inophylloides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_inophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_insulare,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_iteophyllum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_iwahigense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_ixoroides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_jambos,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_jasminifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_johnsonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_kabaense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kajewskii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kalahiense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kemamanense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kerstingii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_khaoyaiense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kiahii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kiauense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kietanum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kinabaluense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_klampok,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_klossii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_koghianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_korthalsianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_koumacense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kunstleri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_kuranda,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_kurzii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kusukusuense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_kwangtungense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_labatii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_laetum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lakshnakarae,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lanceolatum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_laqueatum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lateriflorum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_laxiflorum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lecardii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_legatii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_lenbrassii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_leonhardii,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_leptoneurum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_leptophlebium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_leptopodium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_leptostemon,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_leucanthum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_leucocladum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_leucoxylon,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_levinei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_leytense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lifuanum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_lineatum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_littorale,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_loiseleurioides,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_longifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_longipes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Syzygium_longissimum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lorentzianum,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_luehmannii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Syzygium_lugubre,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_lunduense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_luzonense,No,No,NA,NA,NA,NA,NA,NA,NA
Syzygium_macilwraithianum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
